Column,TitleLong,Week,Title,Vote,Count,SpecialWeek,ExtraRow
880," [Lock, Stock, and Two Smoking Barrels (1998, 1:47)]",2021-04-26,LockStockN2SB,I would NOT come to watch this film,2,,
1531," [Lock, Stock, and Two Smoking Barrels (1998, 1:47)]",2021-04-26,LockStockN2SB,I would REALLY LIKE to watch this film,8,,
250," [Minority Report (2002, 2:25)]",2021-04-26,MinorityReport,I do not love this film but would still show up,5,,
901," [Minority Report (2002, 2:25)]",2021-04-26,MinorityReport,I would NOT come to watch this film,6,,
1552," [Minority Report (2002, 2:25)]",2021-04-26,MinorityReport,I would REALLY LIKE to watch this film,4,,
259," [My Cousin Vinnie (1992, 1:59)]",2021-04-26,MyCousinVinnie,I do not love this film but would still show up,7,,
910," [My Cousin Vinnie (1992, 1:59)]",2021-04-26,MyCousinVinnie,I would NOT come to watch this film,3,,
1561," [My Cousin Vinnie (1992, 1:59)]",2021-04-26,MyCousinVinnie,I would REALLY LIKE to watch this film,5,,
292," [Point Break (1991, 2:02)]",2021-04-26,PointBreak,I do not love this film but would still show up,10,,
943," [Point Break (1991, 2:02)]",2021-04-26,PointBreak,I would NOT come to watch this film,2,,
1594," [Point Break (1991, 2:02)]",2021-04-26,PointBreak,I would REALLY LIKE to watch this film,3,,
456," [The Net (1995, 1:54)]",2021-04-26,TheNet,I do not love this film but would still show up,9,,
1107," [The Net (1995, 1:54)]",2021-04-26,TheNet,I would NOT come to watch this film,1,,
1758," [The Net (1995, 1:54)]",2021-04-26,TheNet,I would REALLY LIKE to watch this film,5,,
500," [Tragedy Girls (2017, 1:38)]",2021-04-26,TragedyGirls,I do not love this film but would still show up,8,,
1151," [Tragedy Girls (2017, 1:38)]",2021-04-26,TragedyGirls,I would NOT come to watch this film,4,,
1802," [Tragedy Girls (2017, 1:38)]",2021-04-26,TragedyGirls,I would REALLY LIKE to watch this film,3,,
544," [Who Framed Roger Rabbit (1988, 1:44)]",2021-04-26,WhoFramedRogerRabbit,I do not love this film but would still show up,7,,
1195," [Who Framed Roger Rabbit (1988, 1:44)]",2021-04-26,WhoFramedRogerRabbit,I would NOT come to watch this film,2,,
1846," [Who Framed Roger Rabbit (1988, 1:44)]",2021-04-26,WhoFramedRogerRabbit,I would REALLY LIKE to watch this film,6,,
117," [Dodgeball: A True Underdog Story (2004, 1:33)]",2021-05-03,Dodgeball,I do not love this film but would still show up,3,,
768," [Dodgeball: A True Underdog Story (2004, 1:33)]",2021-05-03,Dodgeball,I would NOT come to watch this film,4,,
1419," [Dodgeball: A True Underdog Story (2004, 1:33)]",2021-05-03,Dodgeball,I would REALLY LIKE to watch this film,4,,
230," [Logan Lucky (2017, 1:59)]",2021-05-03,LoganLucky,I do not love this film but would still show up,5,,
881," [Logan Lucky (2017, 1:59)]",2021-05-03,LoganLucky,I would NOT come to watch this film,2,,
1532," [Logan Lucky (2017, 1:59)]",2021-05-03,LoganLucky,I would REALLY LIKE to watch this film,4,,
260," [My Cousin Vinnie (1992, 1:59)]",2021-05-03,MyCousinVinnie,I do not love this film but would still show up,4,,
911," [My Cousin Vinnie (1992, 1:59)]",2021-05-03,MyCousinVinnie,I would NOT come to watch this film,3,,
1562," [My Cousin Vinnie (1992, 1:59)]",2021-05-03,MyCousinVinnie,I would REALLY LIKE to watch this film,4,,
323," [Romeo + Juliet (1996, 2:00)]",2021-05-03,RomeoAndJuliet,I do not love this film but would still show up,5,,
974," [Romeo + Juliet (1996, 2:00)]",2021-05-03,RomeoAndJuliet,I would NOT come to watch this film,3,,
1625," [Romeo + Juliet (1996, 2:00)]",2021-05-03,RomeoAndJuliet,I would REALLY LIKE to watch this film,3,,
331," [Rush Hour (1998, 1:38)]",2021-05-03,RushHour,I do not love this film but would still show up,6,,
982," [Rush Hour (1998, 1:38)]",2021-05-03,RushHour,I would NOT come to watch this film,2,,
1633," [Rush Hour (1998, 1:38)]",2021-05-03,RushHour,I would REALLY LIKE to watch this film,3,,
405," [That Thing You Do (1996, 2:28)]",2021-05-03,ThatThingYouDo,I do not love this film but would still show up,4,,
1056," [That Thing You Do (1996, 2:28)]",2021-05-03,ThatThingYouDo,I would NOT come to watch this film,4,,
1707," [That Thing You Do (1996, 2:28)]",2021-05-03,ThatThingYouDo,I would REALLY LIKE to watch this film,3,,
457," [The Net (1995, 1:54)]",2021-05-03,TheNet,I do not love this film but would still show up,5,,
1108," [The Net (1995, 1:54)]",2021-05-03,TheNet,I would NOT come to watch this film,3,,
1759," [The Net (1995, 1:54)]",2021-05-03,TheNet,I would REALLY LIKE to watch this film,3,,
545," [Who Framed Roger Rabbit (1988, 1:44)]",2021-05-03,WhoFramedRogerRabbit,I do not love this film but would still show up,8,,
1196," [Who Framed Roger Rabbit (1988, 1:44)]",2021-05-03,WhoFramedRogerRabbit,I would NOT come to watch this film,2,,
1847," [Who Framed Roger Rabbit (1988, 1:44)]",2021-05-03,WhoFramedRogerRabbit,I would REALLY LIKE to watch this film,1,,
46," [Blue Crush (2002, 1:44)]",2021-05-10,BlueCrush,I do not love this film but would still show up,5,,extra row
697," [Blue Crush (2002, 1:44)]",2021-05-10,BlueCrush,I would NOT come to watch this film,3,,extra row
1348," [Blue Crush (2002, 1:44)]",2021-05-10,BlueCrush,I would REALLY LIKE to watch this film,3,,extra row
84," [Corvette Summer (1978, 1:45)]",2021-05-10,CorvetteSummer,I do not love this film but would still show up,6,,extra row
735," [Corvette Summer (1978, 1:45)]",2021-05-10,CorvetteSummer,I would NOT come to watch this film,4,,extra row
1386," [Corvette Summer (1978, 1:45)]",2021-05-10,CorvetteSummer,I would REALLY LIKE to watch this film,1,,extra row
193," [Indiana Jones and the Last Crusade (1989, 2:07)]",2021-05-10,IndianaJones,I do not love this film but would still show up,5,,extra row
844," [Indiana Jones and the Last Crusade (1989, 2:07)]",2021-05-10,IndianaJones,I would NOT come to watch this film,3,,extra row
1495," [Indiana Jones and the Last Crusade (1989, 2:07)]",2021-05-10,IndianaJones,I would REALLY LIKE to watch this film,3,,extra row
297," [Postcards from the Edge (1990, 1:42)]",2021-05-10,Postcards,I do not love this film but would still show up,4,,extra row
948," [Postcards from the Edge (1990, 1:42)]",2021-05-10,Postcards,I would NOT come to watch this film,1,,extra row
1599," [Postcards from the Edge (1990, 1:42)]",2021-05-10,Postcards,I would REALLY LIKE to watch this film,6,,extra row
324," [Ronin (1998, 2:02)]",2021-05-10,Ronin,I do not love this film but would still show up,6,,extra row
975," [Ronin (1998, 2:02)]",2021-05-10,Ronin,I would NOT come to watch this film,2,,extra row
1626," [Ronin (1998, 2:02)]",2021-05-10,Ronin,I would REALLY LIKE to watch this film,3,,extra row
326, [Row 1],2021-05-10,Row1,I do not love this film but would still show up,3,,extra row
977, [Row 1],2021-05-10,Row1,I would NOT come to watch this film,4,,extra row
1628, [Row 1],2021-05-10,Row1,I would REALLY LIKE to watch this film,4,,extra row
365," [Spaceballs (1987, 1:36)]",2021-05-10,Spaceballs,I do not love this film but would still show up,4,,extra row
1016," [Spaceballs (1987, 1:36)]",2021-05-10,Spaceballs,I would NOT come to watch this film,3,,extra row
1667," [Spaceballs (1987, 1:36)]",2021-05-10,Spaceballs,I would REALLY LIKE to watch this film,4,,extra row
406," [That Thing You Do (1996, 2:28)]",2021-05-10,ThatThingYouDo,I do not love this film but would still show up,4,,extra row
1057," [That Thing You Do (1996, 2:28)]",2021-05-10,ThatThingYouDo,I would NOT come to watch this film,4,,extra row
1708," [That Thing You Do (1996, 2:28)]",2021-05-10,ThatThingYouDo,I would REALLY LIKE to watch this film,3,,extra row
533," [WarGames (1983, 1:52)]",2021-05-10,WarGames,I do not love this film but would still show up,3,,extra row
1184," [WarGames (1983, 1:52)]",2021-05-10,WarGames,I would NOT come to watch this film,3,,extra row
1835," [WarGames (1983, 1:52)]",2021-05-10,WarGames,I would REALLY LIKE to watch this film,5,,extra row
47," [Blue Crush (2002, 1:44)]",2021-05-17,BlueCrush,I do not love this film but would still show up,6,,
698," [Blue Crush (2002, 1:44)]",2021-05-17,BlueCrush,I would NOT come to watch this film,5,,
1349," [Blue Crush (2002, 1:44)]",2021-05-17,BlueCrush,I would REALLY LIKE to watch this film,3,,
118," [Dodgeball: A True Underdog Story (2004, 1:33)]",2021-05-17,Dodgeball,I do not love this film but would still show up,7,,
769," [Dodgeball: A True Underdog Story (2004, 1:33)]",2021-05-17,Dodgeball,I would NOT come to watch this film,3,,
1420," [Dodgeball: A True Underdog Story (2004, 1:33)]",2021-05-17,Dodgeball,I would REALLY LIKE to watch this film,4,,
224," [Lego Batman (2017, 1:45)]",2021-05-17,LegoBatman,I do not love this film but would still show up,4,,
875," [Lego Batman (2017, 1:45)]",2021-05-17,LegoBatman,I would NOT come to watch this film,3,,
1526," [Lego Batman (2017, 1:45)]",2021-05-17,LegoBatman,I would REALLY LIKE to watch this film,7,,
332," [Rush Hour (1998, 1:38)]",2021-05-17,RushHour,I do not love this film but would still show up,6,,
983," [Rush Hour (1998, 1:38)]",2021-05-17,RushHour,I would NOT come to watch this film,3,,
1634," [Rush Hour (1998, 1:38)]",2021-05-17,RushHour,I would REALLY LIKE to watch this film,5,,
366," [Spaceballs (1987, 1:36)]",2021-05-17,Spaceballs,I do not love this film but would still show up,5,,
1017," [Spaceballs (1987, 1:36)]",2021-05-17,Spaceballs,I would NOT come to watch this film,2,,
1668," [Spaceballs (1987, 1:36)]",2021-05-17,Spaceballs,I would REALLY LIKE to watch this film,7,,
413," [The Burbs (1989, 1:41)]",2021-05-17,TheBurbs,I do not love this film but would still show up,9,,
1064," [The Burbs (1989, 1:41)]",2021-05-17,TheBurbs,I would NOT come to watch this film,3,,
1715," [The Burbs (1989, 1:41)]",2021-05-17,TheBurbs,I would REALLY LIKE to watch this film,2,,
546," [Who Framed Roger Rabbit (1988, 1:44)]",2021-05-17,WhoFramedRogerRabbit,I do not love this film but would still show up,9,,
1197," [Who Framed Roger Rabbit (1988, 1:44)]",2021-05-17,WhoFramedRogerRabbit,I would NOT come to watch this film,2,,
1848," [Who Framed Roger Rabbit (1988, 1:44)]",2021-05-17,WhoFramedRogerRabbit,I would REALLY LIKE to watch this film,3,,
555," [Wild Wild West (1999, 1:46)]",2021-05-17,WildWildWest,I do not love this film but would still show up,6,,
1206," [Wild Wild West (1999, 1:46)]",2021-05-17,WildWildWest,I would NOT come to watch this film,2,,
1857," [Wild Wild West (1999, 1:46)]",2021-05-17,WildWildWest,I would REALLY LIKE to watch this film,6,,
119," [Dodgeball: A True Underdog Story (2004, 1:33)]",2021-05-24,Dodgeball,I do not love this film but would still show up,5,,
770," [Dodgeball: A True Underdog Story (2004, 1:33)]",2021-05-24,Dodgeball,I would NOT come to watch this film,3,,
1421," [Dodgeball: A True Underdog Story (2004, 1:33)]",2021-05-24,Dodgeball,I would REALLY LIKE to watch this film,3,,
191," [Independence Day (1996, 2:34)]",2021-05-24,IndependenceDay,I do not love this film but would still show up,2,,
842," [Independence Day (1996, 2:34)]",2021-05-24,IndependenceDay,I would NOT come to watch this film,3,,
1493," [Independence Day (1996, 2:34)]",2021-05-24,IndependenceDay,I would REALLY LIKE to watch this film,6,,
225," [Lego Batman (2017, 1:45)]",2021-05-24,LegoBatman,I do not love this film but would still show up,3,,
876," [Lego Batman (2017, 1:45)]",2021-05-24,LegoBatman,I would NOT come to watch this film,2,,
1527," [Lego Batman (2017, 1:45)]",2021-05-24,LegoBatman,I would REALLY LIKE to watch this film,6,,
252, [Monkey Warfare (2006)],2021-05-24,MonkeyWarfare,I do not love this film but would still show up,6,,
903, [Monkey Warfare (2006)],2021-05-24,MonkeyWarfare,I would NOT come to watch this film,4,,
1554, [Monkey Warfare (2006)],2021-05-24,MonkeyWarfare,I would REALLY LIKE to watch this film,1,,
325," [Ronin (1998, 2:02)]",2021-05-24,Ronin,I do not love this film but would still show up,5,,
976," [Ronin (1998, 2:02)]",2021-05-24,Ronin,I would NOT come to watch this film,1,,
1627," [Ronin (1998, 2:02)]",2021-05-24,Ronin,I would REALLY LIKE to watch this film,5,,
476, [The Sure Thing (1985)],2021-05-24,TheSureThing,I do not love this film but would still show up,7,,
1127, [The Sure Thing (1985)],2021-05-24,TheSureThing,I would NOT come to watch this film,2,,
1778, [The Sure Thing (1985)],2021-05-24,TheSureThing,I would REALLY LIKE to watch this film,2,,
534," [WarGames (1983, 1:52)]",2021-05-24,WarGames,I do not love this film but would still show up,7,,
1185," [WarGames (1983, 1:52)]",2021-05-24,WarGames,I would NOT come to watch this film,1,,
1836," [WarGames (1983, 1:52)]",2021-05-24,WarGames,I would REALLY LIKE to watch this film,3,,
556," [Wild Wild West (1999, 1:46)]",2021-05-24,WildWildWest,I do not love this film but would still show up,5,,
1207," [Wild Wild West (1999, 1:46)]",2021-05-24,WildWildWest,I would NOT come to watch this film,2,,
1858," [Wild Wild West (1999, 1:46)]",2021-05-24,WildWildWest,I would REALLY LIKE to watch this film,4,,
120," [Dodgeball: A True Underdog Story (2004, 1:33)]",2021-05-31,Dodgeball,I do not love this film but would still show up,7,,
771," [Dodgeball: A True Underdog Story (2004, 1:33)]",2021-05-31,Dodgeball,I would NOT come to watch this film,5,,
1422," [Dodgeball: A True Underdog Story (2004, 1:33)]",2021-05-31,Dodgeball,I would REALLY LIKE to watch this film,3,,
163," [Happy Feet (2006, 1:48)]",2021-05-31,HappyFeet,I do not love this film but would still show up,1,,
814," [Happy Feet (2006, 1:48)]",2021-05-31,HappyFeet,I would NOT come to watch this film,2,,
1465," [Happy Feet (2006, 1:48)]",2021-05-31,HappyFeet,I would REALLY LIKE to watch this film,12,,
192," [Independence Day (1996, 2:34)]",2021-05-31,IndependenceDay,I do not love this film but would still show up,8,,
843," [Independence Day (1996, 2:34)]",2021-05-31,IndependenceDay,I would NOT come to watch this film,3,,
1494," [Independence Day (1996, 2:34)]",2021-05-31,IndependenceDay,I would REALLY LIKE to watch this film,4,,
226," [Lego Batman (2017, 1:45)]",2021-05-31,LegoBatman,I do not love this film but would still show up,4,,
877," [Lego Batman (2017, 1:45)]",2021-05-31,LegoBatman,I would NOT come to watch this film,3,,
1528," [Lego Batman (2017, 1:45)]",2021-05-31,LegoBatman,I would REALLY LIKE to watch this film,8,,
333," [Rush Hour (1998, 1:38)]",2021-05-31,RushHour,I do not love this film but would still show up,10,,
984," [Rush Hour (1998, 1:38)]",2021-05-31,RushHour,I would NOT come to watch this film,4,,
1635," [Rush Hour (1998, 1:38)]",2021-05-31,RushHour,I would REALLY LIKE to watch this film,1,,
468," [The Spanish Prisoner (1997, 1:50)]",2021-05-31,SpanishPrisoner,I do not love this film but would still show up,7,,
1119," [The Spanish Prisoner (1997, 1:50)]",2021-05-31,SpanishPrisoner,I would NOT come to watch this film,4,,
1770," [The Spanish Prisoner (1997, 1:50)]",2021-05-31,SpanishPrisoner,I would REALLY LIKE to watch this film,4,,
547," [Who Framed Roger Rabbit (1988, 1:44)]",2021-05-31,WhoFramedRogerRabbit,I do not love this film but would still show up,9,,
1198," [Who Framed Roger Rabbit (1988, 1:44)]",2021-05-31,WhoFramedRogerRabbit,I would NOT come to watch this film,4,,
1849," [Who Framed Roger Rabbit (1988, 1:44)]",2021-05-31,WhoFramedRogerRabbit,I would REALLY LIKE to watch this film,2,,
557," [Wild Wild West (1999, 1:46)]",2021-05-31,WildWildWest,I do not love this film but would still show up,7,,
1208," [Wild Wild West (1999, 1:46)]",2021-05-31,WildWildWest,I would NOT come to watch this film,4,,
1859," [Wild Wild West (1999, 1:46)]",2021-05-31,WildWildWest,I would REALLY LIKE to watch this film,4,,
135," [F for Fake (1973, 1:29)]",2021-06-07,FForFake,I do not love this film but would still show up,2,documentaries,
786," [F for Fake (1973, 1:29)]",2021-06-07,FForFake,I would NOT come to watch this film,4,documentaries,
1437," [F for Fake (1973, 1:29)]",2021-06-07,FForFake,I would REALLY LIKE to watch this film,4,documentaries,
164," [Happy People: A Year in the Taiga (2010, 1:34)]",2021-06-07,HappyPeople,I do not love this film but would still show up,7,documentaries,
815," [Happy People: A Year in the Taiga (2010, 1:34)]",2021-06-07,HappyPeople,I would NOT come to watch this film,1,documentaries,
